,ticker,name,website,headquarter,employees,industry,type,source
2507,CCOZF,China Coal Energy Company Limited,https://www.chinacoalenergy.com,No. 1 Huangsidajie Chaoyang District Beijing 100120 China 86 10 8225 6688 https://www.chinacoalenergy.com,41593,Thermal Coal,,yahoo
2508,MONOY,"MonotaRO Co., Ltd.",https://www.monotaro.com,"Liber Building 3rd Floor 2-183, Takeyacho Amagasaki 660-0876 Japan 81 6 4869 7190 https://www.monotaro.com",765,Tools & Accessories,,yahoo
2509,PLNT,"Planet Fitness, Inc.",https://www.planetfitness.com,"4 Liberty Lane West Hampton, NH 03842 United States 603 750 0001 https://www.planetfitness.com",1616,Leisure,,yahoo
2510,SOFI,"SoFi Technologies, Inc.",https://www.sofi.com,"234 1st Street San Francisco, CA 94105 United States 855-456-7634 https://www.sofi.com",1977,Credit Services,,yahoo
2511,ORPEF,Orpea SA,https://www.orpea-corp.com,"12, rue Jean-JaurÃ¨s CS 10032 Cedex Puteaux 92813 France 33 1 47 75 78 07 https://www.orpea-corp.com",39957,Medical Care Facilities,,yahoo
2512,GH,"Guardant Health, Inc.",https://guardanthealth.com,"505 Penobscot Drive Redwood City, CA 94063 United States 855 698 8887 https://guardanthealth.com",864,Diagnostics & Research,,yahoo
2513,NDEKY,Nitto Denko Corporation,https://www.nitto.com,"Grand Front Osaka 33rd Floor 4-20, Ofuka-cho Kita-ku Osaka 530-0011 Japan 81 6 7632 2101 https://www.nitto.com",25424,Specialty Chemicals,,yahoo
2514,GIGNY,Genting Singapore Limited,https://www.gentingsingapore.com,10 Sentosa Gateway Resorts World Sentosa Singapore 098270 Singapore 65 6577 8888 https://www.gentingsingapore.com,0,Resorts & Casinos,,yahoo
2515,MDDNF,Meridian Energy Limited,https://www.meridianenergy.co.nz,55 Lady Elizabeth Lane Level 2 Wellington Central Wellington 6011 New Zealand 64 4 381 1200 https://www.meridianenergy.co.nz,1001,,,yahoo
2516,GNTX,Gentex Corporation,https://www.gentex.com,"600 North Centennial Street Zeeland, MI 49464 United States 616 772 1800 https://www.gentex.com",5303,Auto Parts,,yahoo
2517,OC,Owens Corning,https://www.owenscorning.com,"One Owens Corning Parkway Toledo, OH 43659 United States 419 248 8000 https://www.owenscorning.com",19000,Building Products & Equipment,,yahoo
2518,CCHGY,Coca-Cola HBC AG,https://www.coca-colahellenic.com,Turmstrasse 26 Steinhausen 6312 Switzerland 41 41 726 01 10 https://www.coca-colahellenic.com,26000,Beverages—Non-Alcoholic,,yahoo
2519,VIR,"Vir Biotechnology, Inc.",https://www.vir.bio,"499 Illinois Street Suite 500 San Francisco, CA 94158 United States 415 906 4324 https://www.vir.bio",395,Biotechnology,,yahoo
2520,SRC,"Spirit Realty Capital, Inc.",https://www.spiritrealty.com,"2727 North Harwood Street Suite 300 Dallas, TX 75201 United States 972-476-1900 https://www.spiritrealty.com",82,REIT—Diversified,,yahoo
2521,ACXIF,"Acciona, S.A.",https://www.acciona.com,"Avda. de Europa, 18 Parque Empresarial La Moraleja Alcobendas 28108 Spain 34 91 663 28 50 https://www.acciona.com",38967,Engineering & Construction,,yahoo
2522,SEIC,SEI Investments Co.,https://www.seic.com,"1 Freedom Valley Drive Oaks, PA 19456 United States 610-676-1000 https://www.seic.com",3963,Asset Management,,yahoo
2523,MPFRY,"Mapfre, S.A.",https://www.mapfre.com,Carretera de Pozuelo Majadahonda 28222 Spain 34 91 581 23 18 https://www.mapfre.com,32466,Insurance—Diversified,,yahoo
2524,CMHHF,China Merchants Port Holdings Company Limited,https://www.cmport.com.hk,China Merchants Tower 38th Floor Shun Tak Centre 168-200 Connaught Road Central Hong Kong 852 2102 8888 https://www.cmport.com.hk,8309,Marine Shipping,,yahoo
2525,AEG,Aegon N.V.,https://www.aegon.com,Aegonplein 50 The Hague 2591 TV Netherlands 31 70 344 3210 https://www.aegon.com,22000,Insurance—Diversified,,yahoo
2526,ERELY,Eregli Demir ve Çelik Fabrikalari T.A.S.,https://www.erdemir.com.tr,Barbaros Mahallesi ArdiC Sokak No:6 Atasehir Istanbul 34746 Turkey 90 216 578 80 00 https://www.erdemir.com.tr,12534,Steel,,yahoo
2527,RANJF,Randstad N.V.,https://www.randstad.com,Diemermere 25 Diemen 1112 TC Netherlands 31 20 569 5911 https://www.randstad.com,40970,Staffing & Employment Services,,yahoo
2528,NDEKF,Nitto Denko Corporation,https://www.nitto.com,"Grand Front Osaka 33rd Floor 4-20, Ofuka-cho Kita-ku Osaka 530-0011 Japan 81 6 7632 2101 https://www.nitto.com",25424,Specialty Chemicals,,yahoo
2529,TCHBF,Tecan Group Ltd.,https://www.tecan.com,Seestrasse 103 MÃ¤nnedorf 8708 Switzerland 41 44 922 88 88 https://www.tecan.com,2050,Medical Instruments & Supplies,,yahoo
2530,OHI,"Omega Healthcare Investors, Inc.",https://www.omegahealthcare.com,"303 International Circle Suite 200 Hunt Valley, MD 21030 United States 410-427-1700 https://www.omegahealthcare.com",68,REIT—Healthcare Facilities,,yahoo
2531,MKSI,"MKS Instruments, Inc.",https://www.mksinst.com,"2 Tech Drive Suite 201 Andover, MA 01810 United States 978 645 5500 https://www.mksinst.com",5400,Scientific & Technical Instruments,,yahoo
2532,NBIX,"Neurocrine Biosciences, Inc.",https://www.neurocrine.com,"12780 El Camino Real San Diego, CA 92130 United States 858 617 7600 https://www.neurocrine.com",917,Drug Manufacturers—Specialty & Generic,,yahoo
2533,TPX,"Tempur Sealy International, Inc.",https://www.tempursealy.com,"1000 Tempur Way Lexington, KY 40511 United States 800 878 8889 https://www.tempursealy.com",9000,"Furnishings, Fixtures & Appliances",,yahoo
2534,MTLHY,Mitsubishi Chemical Holdings Corporation,https://www.mitsubishichem-hd.co.jp,Palace Building 1-1 Marunouchi 1-chome Chiyoda-ku Tokyo 100-8251 Japan 81 3 6748 7200 https://www.mitsubishichem-hd.co.jp,69607,Chemicals,,yahoo
2535,SPKKY,Spark New Zealand Limited,https://www.sparknz.co.nz,Spark City Level 2 167 Victoria Street West Auckland 1010 New Zealand 64 4 471 1638 https://www.sparknz.co.nz,5083,Telecom Services,,yahoo
2536,PTON,"Peloton Interactive, Inc.",https://www.onepeloton.com,"441 Ninth Avenue Sixth Floor New York, NY 10001 United States 917-671-9198 https://www.onepeloton.com",8976,Leisure,,yahoo
2537,KINUF,"Kintetsu Group Holdings Co.,Ltd.",https://www.kintetsu-g-hd.co.jp,"6-1-55, Uehonmachi Tennoji-ku Osaka 543-8585 Japan 81 6 6775 3465 https://www.kintetsu-g-hd.co.jp",30343,Conglomerates,,yahoo
2538,OVV,Ovintiv Inc.,https://www.ovintiv.com,"370 17th Street Suite 1700 Denver, CO 80202 United States 303 623 2300 https://www.ovintiv.com",1916,Oil & Gas E&P,,yahoo
2539,IPGDF,IGO Limited,https://www.igo.com.au,"South Shore Centre Suite 4, Level 5 85 South Perth Esplanade South Perth Perth, WA 6151 Australia 61 8 9238 8300 https://www.igo.com.au",0,Other Industrial Metals & Mining,,yahoo
2540,TEVA,Teva Pharmaceutical Industries Limited,https://www.tevapharm.com,124 Dvora Haneviâa Street Tel Aviv 6944020 Israel 972 3 914 8213 https://www.tevapharm.com,37100,Drug Manufacturers—Specialty & Generic,,yahoo
2541,JHG,Janus Henderson Group plc,https://www.janushenderson.com,201 Bishopsgate London EC2M 3AE United Kingdom 44 20 7818 1818 https://www.janushenderson.com,2006,Asset Management,,yahoo
2542,WILYY,Demant A/S,https://www.demant.com,Kongebakken 9 SmÃ¸rum 2765 Denmark 45 39 17 73 00 https://www.demant.com,17556,Medical Devices,,yahoo
2543,UEPEM,Union Electric Company,https://www.ameren.com/missouri,"1901 Chouteau Avenue Saint Louis, MO 63103 United States 314 621 3222 https://www.ameren.com/missouri",3997,Utilities—Regulated Electric,,yahoo
2544,AMBFF,Ambu A/S,https://www.ambu.com,Baltorpbakken 13 Ballerup 2750 Denmark 45 72 25 20 00 https://www.ambu.com,4584,Medical Instruments & Supplies,,yahoo
2545,RCM,R1 RCM Inc.,https://www.r1rcm.com,"401 North Michigan Avenue Suite 630-640 Chicago, IL 60611 United States 312-324-7820 https://www.r1rcm.com",15000,Health Information Services,,yahoo
2546,AZTA,"Azenta, Inc.",https://www.azenta.com,"15 Elizabeth Drive Chelmsford, MA 01824 United States 978 262 2400 https://www.azenta.com",2800,Semiconductor Equipment & Materials,,yahoo
2547,RDEIY,"Red Eléctrica Corporación, S.A.",https://www.ree.es,"Paseo del Conde de los Gaitanes, 177 Alcobendas 28109 Spain 34 91 650 85 00 https://www.ree.es",2091,Utilities—Regulated Electric,,yahoo
2548,TIIAY,Telecom Italia S.p.A.,https://www.gruppotim.it/en.html,"Corso dâItalia 41 Rome, RM 00198 Italy 39 06 36881 https://www.gruppotim.it/en.html",52177,Telecom Services,,yahoo
2549,JSGCF,LIXIL Corporation,https://www.lixil.com,2-1-1 Ojima Koto-ku Tokyo 136-8535 Japan  https://www.lixil.com,51879,Building Products & Equipment,,yahoo
2550,JSNSF,J Sainsbury plc,https://www.about.sainsburys.co.uk,Sainsbury's Store Support Centre 33 Holborn London EC1N 2HT United Kingdom 44 20 7695 6000 https://www.about.sainsburys.co.uk,117000,Grocery Stores,,yahoo
2551,BHVN,Biohaven Pharmaceutical Holding Company Ltd.,https://www.biohavenpharma.com,"215 Church Street New Haven, CT 06510 United States 203 404 0410 https://www.biohavenpharma.com",825,Biotechnology,,yahoo
2552,TIMB,TIM S.A.,https://www.tim.com.br,"JoÃ£o Cabral de Melo Neto Avenue, 850 South Tower â 12th floor Rio de Janeiro, RJ 22775-057 Brazil 55 21 4109 4167 https://www.tim.com.br",9119,Telecom Services,,yahoo
2553,BABWF,"International Consolidated Airlines Group, S.A.",https://www.iairgroup.com,El CaserIo Iberia Zona Industrial no 2(La MuNoza) Camino de La MuNoza Madrid 28042 Spain  https://www.iairgroup.com,50601,Airlines,,yahoo
2554,NIPNF,NEC Corporation,https://www.nec.com,"7-1, Shiba 5-chome Minato-ku Tokyo 108-8001 Japan 81 3 3454 1111 https://www.nec.com",114714,Information Technology Services,,yahoo
2555,HCM,Hutchison China MediTech Limited,https://www.hutch-med.com,Cheung Kong Center 48th Floor 2 Queen's Road Central Hong Kong 852 2128 1188 https://www.hutch-med.com,1280,Biotechnology,,yahoo
2556,KAJMY,Kajima Corporation,https://www.kajima.co.jp,"3-1, Motoakasaka 1-chome Minato-ku Tokyo 107-8388 Japan 81 3 5544 1111 https://www.kajima.co.jp",18905,Engineering & Construction,,yahoo
2557,OSGSF,"Osaka Gas Co., Ltd.",https://www.osakagas.co.jp,"4-1-2, Hiranomachi Chuo-ku Osaka 541-0046 Japan 81 6 6205 4715 https://www.osakagas.co.jp",20941,Utilities—Regulated Gas,,yahoo
2558,WLK,Westlake Chemical Corporation,https://www.westlake.com,"2801 Post Oak Boulevard Suite 600 Houston, TX 77056 United States 713 960 9111 https://www.westlake.com",9220,Specialty Chemicals,,yahoo
2559,MCRPF,MicroPort Scientific Corporation,https://www.microport.com,1601 Zhangdong Road Zhangjiang Hi-Tech Park Shanghai 201203 China 86 21 3895 4600 https://www.microport.com,8303,Medical Devices,,yahoo
2560,LEVI,Levi Strauss & Co.,https://www.levistrauss.com,"1155 Battery Street San Francisco, CA 94111 United States 415-501-6000 https://www.levistrauss.com",14800,Apparel Manufacturing,,yahoo
2561,STWD,"Starwood Property Trust, Inc.",https://www.starwoodpropertytrust.com,"591 West Putnam Avenue Greenwich, CT 06830 United States 203 422 7700 https://www.starwoodpropertytrust.com",282,REIT—Mortgage,,yahoo
2562,ICHGF,InterContinental Hotels Group PLC,https://www.ihgplc.com,Broadwater Park Denham UB9 5HR United Kingdom 44 1895 512 000 https://www.ihgplc.com,12832,Lodging,,yahoo
2563,TIAJF,Telecom Italia S.p.A.,https://www.gruppotim.it/en.html,"Corso dâItalia 41 Rome, RM 00198 Italy 39 06 36881 https://www.gruppotim.it/en.html",52177,Telecom Services,,yahoo
2564,CMSQF,Computershare Limited,https://www.computershare.com,"Yarra Falls 452 Johnston Street Abbotsford, VIC 3067 Australia 61 3 9415 5000 https://www.computershare.com",12009,Capital Markets,,yahoo
2565,FOSUF,Fosun International Limited,https://www.fosun.com,Bund Finance Center Tower S1 No. 600 Zhongshan No. 2 Road(East) Huangpu District Shanghai 200010 China 86 21 2315 6666 https://www.fosun.com,78000,Conglomerates,,yahoo
2566,SATLF,"Start Today Co., Ltd.",https://corp.zozo.com,WBG Maribu West 15th Floor Nakase 2-6-1 Mihama-ku Chiba 261-7116 Japan  https://corp.zozo.com,1297,Internet Retail,,yahoo
2567,KMERF,"Komercní banka, a.s.",https://www.kb.cz,Na PrIkope 33 Prague 1 Prague 114 07 Czech Republic 420 4 8526 2800 https://www.kb.cz,6754,Banks—Regional,,yahoo
2568,ELPQF,"El Puerto de Liverpool, S.A.B. de C.V.",https://www.liverpool.com.mx,"Mario Pani 200 Santa Fe, Cuajimalpa Mexico City, DF 05348 Mexico 52 5 268 3000 https://www.liverpool.com.mx",75559,,,yahoo
2569,SON,Sonoco Products Company,https://www.sonoco.com,"1 North Second Street Hartsville, SC 29550 United States 843 383 7000 https://www.sonoco.com",19000,Packaging & Containers,,yahoo
2570,SUOPY,Sumco Corporation,https://www.sumcosi.com,"Seavans North 1-2-1, Shibaura Minato-ku Tokyo 105-8634 Japan 81 3 5444 0808 https://www.sumcosi.com",8199,Semiconductor Equipment & Materials,,yahoo
2571,DNLI,Denali Therapeutics Inc.,https://www.denalitherapeutics.com,"161 Oyster Point Boulevard 2nd Floor South San Francisco, CA 94080 United States 650 866 8548 https://www.denalitherapeutics.com",360,Biotechnology,,yahoo
2572,NEWR,"New Relic, Inc.",https://www.newrelic.com,"188 Spear Street Suite 1000 San Francisco, CA 94105 United States 650 503 6376 https://www.newrelic.com",2168,Software—Infrastructure,,yahoo
2573,MTRAF,Metro Inc.,https://www.metro.ca,"11011 Maurice-Duplessis Boulevard Montreal, QC H1C 1V6 Canada  https://www.metro.ca",90000,Grocery Stores,,yahoo
2574,KOSCF,KOSÉ Corporation,https://www.kose.co.jp,"3-6-2, Nihonbashi Chuo-ku Tokyo 103-8251 Japan 81 3 3273 1511 https://www.kose.co.jp",8767,Household & Personal Products,,yahoo
2575,LITE,Lumentum Holdings Inc.,https://www.lumentum.com,"1001 Ridder Park Drive San Jose, CA 95131 United States 408 546 5483 https://www.lumentum.com",5618,Communication Equipment,,yahoo
2576,LSI,"Life Storage, Inc.",https://www.lifestorage.com,"6467 Main Street Williamsville, NY 14221 United States 716-633-1850 https://www.lifestorage.com",2078,REIT—Industrial,,yahoo
2577,DLB,"Dolby Laboratories, Inc.",https://www.dolby.com,"1275 Market Street San Francisco, CA 94103-1410 United States 415 558 0200 https://www.dolby.com",2368,Information Technology Services,,yahoo
2578,CACC,Credit Acceptance Corporation,https://www.creditacceptance.com,"25505 West Twelve Mile Road Southfield, MI 48034-8339 United States 248-353-2700 https://www.creditacceptance.com",2033,Credit Services,,yahoo
2579,DVA,DaVita Inc.,https://www.davita.com,"2000 16th Street Denver, CO 80202 United States 720 631 2100 https://www.davita.com",67000,Medical Care Facilities,,yahoo
2580,BWA,BorgWarner Inc.,https://www.borgwarner.com,"3850 Hamlin Road Auburn Hills, MI 48326 United States 248 754 9200 https://www.borgwarner.com",50000,Auto Parts,,yahoo
2581,AMBBY,Ambu A/S,https://www.ambu.com,Baltorpbakken 13 Ballerup 2750 Denmark 45 72 25 20 00 https://www.ambu.com,4584,Medical Instruments & Supplies,,yahoo
2582,NHMAF,Nihon M&A Center Holdings Inc.,https://www.nihon-ma.co.jp,"Tokyo Steel Building 24th Floor 1-8-2, Marunouchi Chiyoda-ku Tokyo 100-0005 Japan 81 3 5220 5454 https://www.nihon-ma.co.jp",810,Capital Markets,,yahoo
2583,AMH-PF,American Homes 4 Rent,https://www.americanhomes4rent.com,"23975 Park Sorrento Suite 300 Calabasas, CA 91302 United States 805-413-5300 https://www.americanhomes4rent.com",1447,REIT—Residential,,yahoo
2584,FSV,FirstService Corporation,https://www.firstservice.com,"1255 Bay Street Suite 600 Toronto, ON M5R 2A9 Canada 416 960 9566 https://www.firstservice.com",24000,Real Estate Services,,yahoo
2585,OWL,Blue Owl Capital Inc.,https://www.blueowl.com,"399 Park Avenue 38th Floor New York, NY 10022 United States 212 419 3000 https://www.blueowl.com",245,Asset Management,,yahoo
2586,EXEL,"Exelixis, Inc.",https://www.exelixis.com,"1851 Harbor Bay Parkway Alameda, CA 94502 United States 650 837 7000 https://www.exelixis.com",773,Biotechnology,,yahoo
2587,TEVJF,Teva Pharmaceutical Industries Limited,https://www.tevapharm.com,124 Dvora Haneviâa Street Tel Aviv 6944020 Israel 972 3 914 8213 https://www.tevapharm.com,37100,Drug Manufacturers—Specialty & Generic,,yahoo
2588,IART,Integra LifeSciences Holdings Corporation,https://www.integralife.com,"1100 Campus Road Princeton, NJ 08540 United States 609 275 0500 https://www.integralife.com",3700,Medical Devices,,yahoo
2589,BKI,"Black Knight, Inc.",https://www.blackknightinc.com,"601 Riverside Avenue Jacksonville, FL 32204 United States 904-854-5100 https://www.blackknightinc.com",5700,Software—Infrastructure,,yahoo
2590,PNFP,"Pinnacle Financial Partners, Inc.",https://www.pnfp.com,"150 Third Avenue South Suite 900 Nashville, TN 37201 United States 615 744 3700 https://www.pnfp.com",2769,Banks—Regional,,yahoo
2591,KPELF,Keppel Corporation Limited,https://www.kepcorp.com,No. 18-01 Keppel Bay Tower 1 HarbourFront Avenue Singapore 098632 Singapore 65 6270 6666 https://www.kepcorp.com,18452,Conglomerates,,yahoo
2592,ORKLY,Orkla ASA,https://www.orkla.no,Drammensveien 149 Oslo 0277 Norway 47 22 54 40 00 https://www.orkla.no,18110,Packaged Foods,,yahoo
2593,TCYMF,Tingyi (Cayman Islands) Holding Corp.,https://www.masterkong.com.cn,"Building A No. 1688, Wuzhong Road Minhang District Shanghai 201103 China 86 21 3175 4604 https://www.masterkong.com.cn",60464,Packaged Foods,,yahoo
2594,NLSN,Nielsen Holdings plc,https://www.nielsen.com,"85 Broad Street New York, NY 10004 United States 646 654 5000 https://www.nielsen.com",43000,Consulting Services,,yahoo
2595,FCBBF,FinecoBank Banca Fineco S.p.A.,https://finecobank.com,"Via Rivoluzione d'Ottobre 16 Reggio Emilia, RE 42123 Italy 39 08 00 92 92 92 https://finecobank.com",1287,,,yahoo
2596,REMYF,Rémy Cointreau SA,https://www.remy-cointreau.com,Rue Joseph Pataa Cognac 16100 France  https://www.remy-cointreau.com,1850,Beverages—Wineries & Distilleries,,yahoo
2597,MEDP,"Medpace Holdings, Inc.",https://www.medpace.com,"5375 Medpace Way Cincinnati, OH 45227 United States 513 579 9911 https://www.medpace.com",4400,Diagnostics & Research,,yahoo
2598,OSH,"Oak Street Health, Inc.",https://www.oakstreethealth.com,"30 West Monroe Street Suite 1200 Chicago, IL 60603 United States 312 733 9730 https://www.oakstreethealth.com",4000,Medical Care Facilities,,yahoo
2599,VOYA-PB,"Voya Financial, Inc.",https://www.voya.com,"230 Park Avenue New York, NY 10169 United States 212-309-8200 https://www.voya.com",5940,Financial Conglomerates,,yahoo
2600,CIGI,Colliers International Group Inc.,https://www.colliers.com,"1140 Bay Street Suite 4000 Toronto, ON M5S 2B4 Canada 416 960 9500 https://www.colliers.com",15000,Real Estate Services,,yahoo
2601,LNXSY,LANXESS Aktiengesellschaft,https://lanxess.com,Kennedyplatz 1 Cologne 50569 Germany 49 221 8885 0 https://lanxess.com,14866,Specialty Chemicals,,yahoo
2602,GL,Globe Life Inc.,https://www.globelifeinsurance.com,"3700 South Stonebridge Drive McKinney, TX 75070 United States 972 569 4000 https://www.globelifeinsurance.com",3261,Insurance—Life,,yahoo
2603,SUTNY,"Sumitomo Mitsui Trust Holdings, Inc.",https://www.smth.jp,1-4-1 Marunouchi Chiyoda-ku Tokyo 100-8233 Japan 81 3 6256 6000 https://www.smth.jp,22408,Banks—Regional,,yahoo
2604,LPX,Louisiana-Pacific Corporation,https://www.lpcorp.com,"414 Union Street Suite 2000 Nashville, TN 37219-1700 United States 615 986 5600 https://www.lpcorp.com",4500,Building Products & Equipment,,yahoo
2605,BL,"BlackLine, Inc.",https://www.blackline.com,"21300 Victory Boulevard 12th Floor Woodland Hills, CA 91367 United States 818 223 9008 https://www.blackline.com",1474,Software—Infrastructure,,yahoo
2606,PRYMY,Prysmian S.p.A.,https://www.prysmiangroup.com,"Via Chiese 6 Milan, MI 20126 Italy 39 02 64491 https://www.prysmiangroup.com",30096,Electrical Equipment & Parts,,yahoo
2607,AMN,"AMN Healthcare Services, Inc.",https://www.amnhealthcare.com,"8840 Cypress Waters Boulevard Suite 100 Dallas, TX 75019 United States 866 871 8519 https://www.amnhealthcare.com",3000,Medical Care Facilities,,yahoo
2608,SVCBF,Svenska Cellulosa Aktiebolaget SCA (publ),https://www.sca.com,Skepparplatsen 1 Sundsvall 851 88 Sweden 46 60 19 30 00 https://www.sca.com,4000,Lumber & Wood Production,,yahoo
2609,TPR,"Tapestry, Inc.",https://www.tapestry.com,"10 Hudson Yards New York, NY 10001 United States 212 946 8400 https://www.tapestry.com",12100,Luxury Goods,,yahoo
2610,SHCAF,Sharp Corporation,https://global.sharp,1 Takumi-cho Sakai-ku Sakai 590-8522 Japan 81 72 282 1221 https://global.sharp,50478,Consumer Electronics,,yahoo
2611,LDSCY,Land Securities Group plc,https://www.landsec.com,100 Victoria Street London SW1E 5JL United Kingdom 44-20-74139000 https://www.landsec.com,530,REIT—Diversified,,yahoo
2612,SYNH,"Syneos Health, Inc.",https://www.syneoshealth.com,"1030 Sync Street Morrisville, NC 27560-5468 United States 919 876 9300 https://www.syneoshealth.com",24310,Diagnostics & Research,,yahoo
2613,CAE,CAE Inc.,https://www.cae.com,"8585 Cote-de-Liesse Saint-Laurent, QC H4T 1G6 Canada  https://www.cae.com",11000,Aerospace & Defense,,yahoo
2614,NTRA,"Natera, Inc.",https://www.natera.com,"201 Industrial Road Suite 410 San Carlos, CA 94070 United States 650 249 9090 https://www.natera.com",1815,Diagnostics & Research,,yahoo
2615,BG,Bunge Limited,https://www.bunge.com,"1391 Timberlake Manor Parkway Saint Louis, MO 63017 United States 314 292 2000 https://www.bunge.com",23000,Farm Products,,yahoo
2616,KOTMF,"Koito Manufacturing Co., Ltd.",https://www.koito.co.jp,"4-8-3, Takanawa Minato-ku Tokyo 108-8711 Japan 81 3 3443 7111 https://www.koito.co.jp",23799,Auto Parts,,yahoo
2617,VRT,Vertiv Holdings Co,https://www.vertiv.com,"1050 Dearborn Drive Columbus, OH 43085 United States 614 888 0246 https://www.vertiv.com",20000,Electrical Equipment & Parts,,yahoo
2618,JEXYY,Jiangsu Expressway Company Limited,https://www.jsexpressway.com,6 Xianlin Avenue Nanjing 210049 China 86 25 8446 0835 https://www.jsexpressway.com,5456,Infrastructure Operations,,yahoo
2619,NPIFF,Northland Power Inc.,https://www.northlandpower.com,"30 St. Clair Avenue West 12th Floor Toronto, ON M4V 3A1 Canada 416-962-6262 https://www.northlandpower.com",1150,Utilities—Renewable,,yahoo
2620,CPYYF,Centrica plc,https://www.centrica.com,Millstream Maidenhead Road Windsor SL4 5GD United Kingdom 44 17 5349 4000 https://www.centrica.com,19711,Utilities—Independent Power Producers,,yahoo
2621,XYIGF,Xinyi Glass Holdings Limited,https://www.xinyiglass.com,Rykadan Capital Tower 21st Floor Unit 2101-2108 135 Hoi Bun Road Kwun Tong Hong Kong 852 3919 2888 https://www.xinyiglass.com,14059,Building Products & Equipment,,yahoo
2622,OISHY,Oil Search Limited,https://www.oilsearch.com,Harbourside East Building Ground Floor Stanley Esplanade Port Moresby Papua New Guinea 675 322 5599 https://www.oilsearch.com,1243,Oil & Gas E&P,,yahoo
2623,RARE,Ultragenyx Pharmaceutical Inc.,https://www.ultragenyx.com,"60 Leveroni Court Novato, CA 94949 United States 415 483 8800 https://www.ultragenyx.com",893,Biotechnology,,yahoo
2624,CGHOF,China Gas Holdings Limited,https://www.chinagasholdings.com.hk,Capital Centre 16th Floor Room 1601 151 Gloucester Road Wan Chai Hong Kong 852 2877 0800 https://www.chinagasholdings.com.hk,0,Utilities—Regulated Gas,,yahoo
2625,BOLIF,Boliden AB (publ),https://www.boliden.com,Klarabergsviadukten 90 PO Box 44 Stockholm 101 20 Sweden 46 86 10 15 00 https://www.boliden.com,6124,Other Industrial Metals & Mining,,yahoo
2626,TGVSF,Tryg A/S,https://www.tryg.com,Klausdalsbrovej 601 Ballerup 2750 Denmark 45 70 11 20 20 https://www.tryg.com,4615,,,yahoo
2627,IKTSF,Intertek Group plc,https://www.intertek.com,33 Cavendish Square London W1G 0PS United Kingdom 44 20 7396 3400 https://www.intertek.com,43769,Specialty Business Services,,yahoo
2628,GNNDY,GN Store Nord A/S,https://www.gn.com,Lautrupbjerg 7 Ballerup 2750 Denmark 45 45 75 00 00 https://www.gn.com,7099,Medical Devices,,yahoo
2629,KUMBF,Kumba Iron Ore Limited,https://www.angloamericankumba.com,Building 2B Centurion Gate 124 Akkerboom Road Centurion 0157 South Africa 27 12 683 7000 https://www.angloamericankumba.com,0,Steel,,yahoo
2630,NYUKF,Nippon Yusen Kabushiki Kaisha,https://www.nyk.com,"3-2, Marunouchi 2-chome Chiyoda-ku Tokyo 100-0005 Japan 81 3 3284 5151 https://www.nyk.com",35057,Marine Shipping,,yahoo
2631,GLBE,Global-e Online Ltd.,https://www.global-e.com,25 Basel Street Petah Tikva 4951038 Israel 972 7 326 05078 https://www.global-e.com,289,Internet Retail,,yahoo
2632,JSCPY,JSR Corporation,https://www.jsr.co.jp,"Shiodome Sumitomo Building 1-9-2, Higashi-Shimbashi Minato-ku Tokyo 105-8640 Japan 81 3 6218 3500 https://www.jsr.co.jp",9278,Specialty Chemicals,,yahoo
2633,EHC,Encompass Health Corporation,https://www.encompasshealth.com,"9001 Liberty Parkway Birmingham, AL 35242 United States 205 967 7116 https://www.encompasshealth.com",43800,Medical Care Facilities,,yahoo
2634,CIB,Bancolombia S.A.,https://www.grupobancolombia.com,Carrera 48 # 26-85 Avenida Los Industriales MedellÃ­n Colombia 57 4 404 1837 https://www.grupobancolombia.com,31076,Banks—Regional,,yahoo
2635,TRNO,Terreno Realty Corporation,https://www.terreno.com,"10500 NE 8th Street Suite 301 Bellevue, WA 98004 United States  https://www.terreno.com",26,REIT—Industrial,,yahoo
2636,KGDEY,Kingdee International Software Group Company Limited,https://www.kingdee.com,"Kingdee Software Park No.2 Kejinan 12 Road South District, Hi-Tech Industrial Park Nanshan District Shenzhen China  https://www.kingdee.com",10589,Software—Application,,yahoo
2637,CLZNY,Clariant AG,https://www.clariant.com,Rothausstrasse 61 Muttenz 4132 Switzerland 41 61 469 51 11 https://www.clariant.com,13057,Specialty Chemicals,,yahoo
2638,HHC,The Howard Hughes Corporation,https://www.howardhughes.com,"13355 Noel Road 22nd Floor Dallas, TX 75240 United States 214 741 7744 https://www.howardhughes.com",600,Real Estate—Diversified,,yahoo
2639,CX,"CEMEX, S.A.B. de C.V.",https://www.cemex.com,"Avenida Ricardo Margain Zozaya 325 Valle del Campestre San Pedro Garza GarcÃ­a, NL 66265 Mexico 52 81 8888 8888 https://www.cemex.com",46543,Building Materials,,yahoo
2640,DAR,Darling Ingredients Inc.,https://www.darlingii.com,"5601 North MacArthur Boulevard Irving, TX 75038 United States 972 717 0300 https://www.darlingii.com",10000,Packaged Foods,,yahoo
2641,IVPAF,Ivanhoe Mines Ltd.,https://www.ivanhoemines.com,"999 Canada Place Suite 654 Vancouver, BC V6C 3E1 Canada 604-688-6630 https://www.ivanhoemines.com",710,Other Industrial Metals & Mining,,yahoo
